Address,Neighborhood,House Type,Price,Bath,Crime Index,Minutes to Loop,Miles to Lake,Age,Lot (sqft),SIZE (sqft),School Index
"4331 S Keeler Ave, Chicago IL",Archer Heights,Single-Family Home,147000,1,0,13,9.94,48,3920,1104,36.2
"5014 S Karlov Ave, Chicago IL",Archer Heights,Multi-Family Home,211000,2,0.67,15,10.16,111,3920,1848,36.2
"2625 S Shields Ave, Chicago IL",Armour Square,Townhome,350000,1,0.31,12,2.57,.,1742,1482,40
"348 W 30th St, Chicago IL",Armour Square,Single-Family Home,215000,1,1.29,11,2.75,122,2614,924,16.7
"1810 S Melody Ct, Chicago IL",Armour Square,Townhome,330000,2,.,8,2.02,.,871,1520,36.2
"352 W 27th St, Chicago IL",Armour Square,Townhome,345000,1,0.31,12,2.63,19,1307,1748,40
"2211 S Stewart Ave, Chicago IL",Armour Square,Townhome,231000,2,0.39,10,2.46,.,1307,1369,33.3
"2301 S Archer Ave #3, Chicago IL",Armour Square,Condo,250000,,0.39,10,2.61,.,.,.,33.3
"269 W 22nd Pl #B, Chicago IL",Armour Square,Townhome,210000,2,2.58,10,2.2,.,436,1341,33.3
"2310 S Canal St #402, Chicago IL",Armour Square,Condo,223000,,0.39,10,2.61,.,.,.,33.3
"3012 S Wells St, Chicago IL",Armour Square,Single-Family Home,380000,2,1.5,10,2.59,25,3049,1920,16.7
"327 W 23rd St #B, Chicago IL",Armour Square,Condo,170000,,1.58,11,2.4,21,.,.,33.3
"2614 S Princeton Ave, Chicago IL",Armour Square,Multi-Family Home,251000,2,0.43,11,2.51,122,3049,1680,40
"3161 S Wells St, Chicago IL",Armour Square,Multi-Family Home,350000,3,1.67,10,2.63,132,3049,2528,16.7
"342 W 33rd St, Chicago IL",Armour Square,Townhome,340000,2,0.83,11,2.89,97,871,1670,16.7
"250 W 31st St, Chicago IL",Armour Square,Multi-Family Home,596000,6,1.33,9,2.63,117,2614,5688,16.7
"2310 S Canal St #212, Chicago IL",Armour Square,Condo,137500,,0.39,10,2.61,.,.,.,33.3
"2630 S Princeton Ave, Chicago IL",Armour Square,Single-Family Home,210000,1,0.43,12,2.52,122,3049,1125,40
"2734 S Wentworth Ave #203, Chicago IL",Armour Square,Condo,173000,,0.67,11,2.38,.,.,.,33.3
"2734 S Wentworth Ave #32, Chicago IL",Armour Square,Condo,173000,,0.67,11,2.38,.,.,.,33.3
"2310 S Canal St #310, Chicago IL",Armour Square,Condo,159500,,0.39,10,2.61,.,.,.,33.3
"2929 S Princeton Ave, Chicago IL",Armour Square,Single-Family Home,175000,1,1.13,10,2.61,122,3049,732,16.7
"1931 S Wells St, Chicago IL",Armour Square,Townhome,373000,2,.,9,2.07,.,871,1713,36.2
"225 W 25th Pl #3, Chicago IL",Armour Square,Condo,252000,,2.25,12,2.38,.,.,.,40
"240 W 24th St, Chicago IL",Armour Square,Multi-Family Home,355000,2,3.08,11,2.29,122,3049,2340,33.3
"3106 S Wells St, Chicago IL",Armour Square,Multi-Family Home,242500,2,1.67,10,2.63,122,3049,1760,16.7
"2237 S Archer Ave, Chicago IL",Armour Square,Townhome,415000,2,0.39,10,2.42,.,871,1840,33.3
"344 W 30th Pl, Chicago IL",Armour Square,Townhome,357000,2,1.29,10,2.79,122,1742,1868,16.7
"3749 W 80th Pl, Chicago IL",Ashburn,Single-Family Home,59000,1,1.9,25,11.12,60,4792,1260,40.8
"3013 W 77th St, Chicago IL",Ashburn,Single-Family Home,66000,1,0.71,25,9.7,48,3920,1080,33.3
"3920 W 85th St, Chicago IL",Ashburn,Single-Family Home,175000,1,0.58,26,11.64,57,5227,812,40.8
"8145 S Sacramento Ave, Chicago IL",Ashburn,Single-Family Home,190000,1,1.07,27,9.88,46,3920,1276,26.2
"3720 W 82nd St, Chicago IL",Ashburn,Single-Family Home,100000,1,1.53,25,11.15,62,4792,1072,40.8
"8055 S Mozart St, Chicago IL",Ashburn,Single-Family Home,130000,1,0.9,26,9.58,60,3920,1426,16.7
"8224 S Homan Ave, Chicago IL",Ashburn,Single-Family Home,68000,1,1.2,27,10.63,58,5663,1138,36.2
"8000 S Sacramento Ave, Chicago IL",Ashburn,Single-Family Home,65000,1,0.92,26,9.83,59,4792,1200,16.7
"8116 S Richmond St, Chicago IL",Ashburn,Single-Family Home,240000,1,1.1,27,9.81,55,3920,1159,16.7
"7843 S Pulaski Rd, Chicago IL",Ashburn,Single-Family Home,47000,1,2.7,23,11.42,56,7405,1152,95.2
"8403 S Rockwell St, Chicago IL",Ashburn,Single-Family Home,279000,2,1.04,28,9.41,51,5663,2058,16.7
"7930 S Homan Ave, Chicago IL",Ashburn,Single-Family Home,187000,1,1.87,25,10.48,53,4356,1295,33.3
"3605 W 81st Pl, Chicago IL",Ashburn,Single-Family Home,140000,1,1.45,26,10.95,51,3920,1090,38.1
"8050 S Talman Ave, Chicago IL",Ashburn,Single-Family Home,50500,1,2.11,26,9.26,59,3920,1419,16.7
"8058 S Spaulding Ave, Chicago IL",Ashburn,Single-Family Home,152000,1,1.62,26,10.37,58,4356,1003,36.2
"3512 W Columbus Ave, Chicago IL",Ashburn,Single-Family Home,160000,1,1.7,25,10.79,49,3049,1104,38.1
"2908 W 86th Pl, Chicago IL",Ashburn,Single-Family Home,200000,1,0.33,28,10.01,44,4792,1213,78.9
"8240 S Artesian Ave, Chicago IL",Ashburn,Single-Family Home,102000,2,1.78,26,9.03,69,5227,1544,16.7
"3009 W 77th St, Chicago IL",Ashburn,Single-Family Home,145000,1,0.71,25,9.7,47,3920,1080,33.3
"2941 W 85th St, Chicago IL",Ashburn,Single-Family Home,129000,1,0.33,28,10.03,57,6534,1118,78.9
"3464 W Columbus Ave, Chicago IL",Ashburn,Single-Family Home,62500,1,1.87,25,10.68,59,4356,875,36.2
"3833 W Hayford St, Chicago IL",Ashburn,Single-Family Home,160000,1,2.7,23,11.09,50,3485,1065,95.2
"3748 W 83rd St, Chicago IL",Ashburn,Single-Family Home,165000,1,1.08,24,11.24,51,3049,1148,40.8
"3533 W 80th Pl, Chicago IL",Ashburn,Single-Family Home,107000,1,2.82,25,10.75,58,4356,962,40
"7744 S Troy St, Chicago IL",Ashburn,Single-Family Home,152500,1,1.08,24,9.97,52,3920,1032,33.3
"7948 S Francisco Ave, Chicago IL",Ashburn,Single-Family Home,195000,1,0.9,26,9.63,59,3920,1620,16.7
"3819 W 84th St, Chicago IL",Ashburn,Single-Family Home,100000,1,0.58,26,11.43,56,4356,812,40.8
"3812 W 76th Pl, Chicago IL",Ashburn,Single-Family Home,125000,1,2.7,23,11.1,49,3485,1069,95.2
"3826 W 84th St, Chicago IL",Ashburn,Single-Family Home,105000,1,0.58,26,11.43,57,3920,839,40.8
"7928 S Trumbull Ave, Chicago IL",Ashburn,Single-Family Home,55000,1,2.87,26,10.56,52,4356,1184,40
"7727 S Sawyer Ave, Chicago IL",Ashburn,Single-Family Home,140000,1,1.62,24,10.09,55,3920,892,33.3
"7607 S Maplewood Ave, Chicago IL",Ashburn,Single-Family Home,85000,1,2.4,25,8.84,67,5227,768,33.3
"7956 S Artesian Ave, Chicago IL",Ashburn,Single-Family Home,215000,2,1.97,25,8.87,54,6534,2246,16.7
"8036 S Trumbull Ave, Chicago IL",Ashburn,Single-Family Home,126000,1,2.87,26,10.61,59,4356,876,36.2
"8010 S Campbell Ave, Chicago IL",Ashburn,Single-Family Home,83000,1,2.11,25,8.96,61,3920,1206,16.7
"3412 W 83rd St, Chicago IL",Ashburn,Single-Family Home,203000,1,1,27,10.68,59,3920,924,38.1
"3770 W 77th Pl, Chicago IL",Ashburn,Single-Family Home,100000,1,2.7,24,11.05,57,3920,988,40
"3832 W 82nd Pl, Chicago IL",Ashburn,Single-Family Home,155000,1,0.83,25,11.36,54,4356,1084,40.8
"8639 S Francisco Ave, Chicago IL",Ashburn,Single-Family Home,175000,1,0.41,28,9.96,44,4792,1193,78.9
"3751 W 76th St, Chicago IL",Ashburn,Single-Family Home,156000,1,2.7,24,10.93,38,3049,1128,40
"3922 W Hayford St, Chicago IL",Ashburn,Single-Family Home,126500,1,2.45,22,11.21,48,3920,1094,95.2
"7726 S Homan Ave, Chicago IL",Ashburn,Single-Family Home,160000,1,1.87,25,10.37,58,5227,936,33.3
"2800 W 83rd Pl, Chicago IL",Ashburn,Single-Family Home,118000,1,0.37,28,9.68,56,4356,1050,26.2
"3553 W 75th Pl, Chicago IL",Ashburn,Single-Family Home,152500,1,3.48,26,10.52,52,3920,1101,33.3
"3014 W Columbus Ave, Chicago IL",Ashburn,Single-Family Home,103000,1,0.92,24,9.71,45,3049,1040,33.3
"3504 W 78th St, Chicago IL",Ashburn,Single-Family Home,68000,1,2.65,25,10.58,54,3920,1038,33.3
"3717 W 85th Pl, Chicago IL",Ashburn,Single-Family Home,105000,1,0.33,27,11.33,59,5227,728,38.1
"3791 W 77th St, Chicago IL",Ashburn,Single-Family Home,140000,1,2.7,24,11.08,57,3920,1040,40
"3122 W 84th Pl, Chicago IL",Ashburn,Single-Family Home,150000,1,0.56,27,10.24,54,4792,1124,26.2
"8111 S California Ave, Chicago IL",Ashburn,Single-Family Home,142000,1,0.9,27,9.53,67,3920,1100,16.7
"3313 W 84th Pl, Chicago IL",Ashburn,Single-Family Home,120000,1,0.7,27,10.6,45,3920,1025,38.1
"2534 W 79th Pl, Chicago IL",Ashburn,Single-Family Home,125000,2,2.3,25,9.06,61,4356,1427,16.7
"7810 S Spaulding Ave, Chicago IL",Ashburn,Single-Family Home,145000,1,1.62,25,10.24,56,3920,1004,33.3
"8039 S Francisco Ave, Chicago IL",Ashburn,Single-Family Home,70000,1,0.9,26,9.65,59,3920,1038,16.7
"7733 S Homan Ave, Chicago IL",Ashburn,Single-Family Home,51000,1,1.87,25,10.35,52,3920,1043,33.3
"3736 W 77th St, Chicago IL",Ashburn,Single-Family Home,91500,1,3.4,24,10.92,52,4356,1032,40
"3825 W 77th St, Chicago IL",Ashburn,Single-Family Home,61000,1,2.7,23,11.16,56,3920,1120,95.2
"8144 S Whipple St, Chicago IL",Ashburn,Single-Family Home,135000,1,0.87,27,9.99,55,4356,1353,26.2
"3659 W 81st Pl, Chicago IL",Ashburn,Multi-Family Home,57000,2,1.45,26,11.02,64,6534,1440,40.8
"3757 W 84th St, Chicago IL",Ashburn,Single-Family Home,170000,1,0.58,26,11.34,55,3920,1009,40.8
"3800 W Pippin St, Chicago IL",Ashburn,Single-Family Home,177000,1,2.45,24,10.96,54,3049,1105,40
"3516 W 78th Pl, Chicago IL",Ashburn,Single-Family Home,125000,1,2.82,25,10.62,55,3920,912,33.3
"3547 W 84th St, Chicago IL",Ashburn,Single-Family Home,120000,2,0.99,27,10.95,66,4792,1404,38.1
"7746 S Albany Ave, Chicago IL",Ashburn,Single-Family Home,66000,1,0.69,25,9.87,52,3920,1074,33.3
"2837 W 85th St, Chicago IL",Ashburn,Single-Family Home,150000,1,0.41,28,9.81,57,4356,827,26.2
"3534 W 85th Pl, Chicago IL",Ashburn,Single-Family Home,275000,2,0.5,28,11,.,5227,2449,38.1
"3420 W 85th St, Chicago IL",Ashburn,Single-Family Home,65000,1,0.61,28,10.8,53,4792,1008,38.1
"7805 S Christiana Ave, Chicago IL",Ashburn,Single-Family Home,107500,1,1.62,25,10.3,55,3920,840,33.3
"2339 W 81st Pl, Chicago IL",Ashburn,Single-Family Home,124000,1,2.73,25,8.83,54,3920,960,75
"3515 W 77th Pl, Chicago IL",Ashburn,Single-Family Home,180000,1,2.65,25,10.57,54,3920,1031,33.3
"3729 W 86th Pl, Chicago IL",Ashburn,Single-Family Home,179500,1,0.46,27,11.4,61,5227,774,38.1
"8028 S Sacramento Ave, Chicago IL",Ashburn,Single-Family Home,163500,1,0.92,27,9.85,59,3920,864,16.7
"3804 W 86th Pl, Chicago IL",Ashburn,Single-Family Home,177000,1,0.46,27,11.53,62,5227,743,38.1
"3419 W 79th St, Chicago IL",Ashburn,Single-Family Home,142000,1,.,25,10.5,49,2614,1040,33.3
"3730 W 83rd St, Chicago IL",Ashburn,Single-Family Home,170000,1,1.08,24,11.21,54,3049,902,40.8
"8141 S Artesian Ave, Chicago IL",Ashburn,Single-Family Home,164000,1,1.78,26,8.95,63,3920,1114,16.7
"2860 W 84th St, Chicago IL",Ashburn,Single-Family Home,155500,1,0.37,28,9.81,58,4356,998,26.2
"3841 W 86th St, Chicago IL",Ashburn,Single-Family Home,144000,1,0.33,27,11.54,60,5227,1165,38.1
"3847 W 83rd St, Chicago IL",Ashburn,Single-Family Home,65000,1,0.58,24,11.41,62,4356,1005,40.8
"3633 W 81st Pl, Chicago IL",Ashburn,Single-Family Home,76000,1,1.45,26,10.99,.,4356,.,40.8
"3856 W 84th Pl, Chicago IL",Ashburn,Single-Family Home,167000,1,0.58,26,11.49,48,3920,1292,40.8
"3780 W 75th Pl, Chicago IL",Ashburn,Single-Family Home,170000,1,3.78,23,10.95,48,4356,1042,52.8
"3795 W 76th St, Chicago IL",Ashburn,Single-Family Home,120000,1,2.7,23,11.03,49,3485,1081,40
"3315 W 83rd St, Chicago IL",Ashburn,Single-Family Home,122000,2,0.95,27,10.51,59,4356,975,38.1
"3815 W 82nd Pl, Chicago IL",Ashburn,Single-Family Home,180000,1,0.83,25,11.35,31,3049,1141,40.8
"3352 W 84th St, Chicago IL",Ashburn,Single-Family Home,149500,1,0.7,27,10.62,65,4792,1056,38.1
"3624 W 86th St, Chicago IL",Ashburn,Single-Family Home,110000,1,0.5,27,11.2,60,5227,1280,38.1
"3626 W 84th St, Chicago IL",Ashburn,Multi-Family Home,30000,2,0.88,26,11.1,116,3049,1285,38.1
"3639 W 82nd Pl, Chicago IL",Ashburn,Single-Family Home,155000,1,1,25,11.05,51,3920,1136,38.1
"3624 W 84th St, Chicago IL",Ashburn,,30000,,0.88,26,11.1,.,.,.,38.1
"8040 S California Ave, Chicago IL",Ashburn,Single-Family Home,180000,1,0.9,26,9.51,58,4356,1215,16.7
"2869 W 84th Pl, Chicago IL",Ashburn,Single-Family Home,69000,1,0.37,28,9.84,58,4356,1226,26.2
"3300 W 83rd St, Chicago IL",Ashburn,Single-Family Home,165000,1,0.95,27,10.49,57,3049,1151,36.2
"3756 W 86th St, Chicago IL",Ashburn,Single-Family Home,135000,1,0.46,27,11.4,60,4792,728,38.1
"3726 W Hayford St, Chicago IL",Ashburn,Single-Family Home,137000,1,2.9,24,10.82,49,3485,993,33.3
"2856 W 83rd Pl, Chicago IL",Ashburn,Single-Family Home,164500,1,0.37,28,9.77,58,4356,891,26.2
"3642 W 87th St, Chicago IL",Ashburn,Single-Family Home,61000,2,0.38,26,11.29,62,4356,1584,38.1
"3780 W 78th St, Chicago IL",Ashburn,Single-Family Home,124500,1,2.7,24,11.09,57,3920,962,40
"3107 W 84th Pl, Chicago IL",Ashburn,Single-Family Home,199000,1,0.56,27,10.23,55,4792,1293,78.9
"2640 W 86th Pl, Chicago IL",Ashburn,Single-Family Home,190000,2,0.34,28,9.57,22,5663,2455,37.5
"3927 W 77th St, Chicago IL",Ashburn,Single-Family Home,105000,1,2.45,23,11.3,32,3485,1200,95.2
"8104 S Spaulding Ave, Chicago IL",Ashburn,Single-Family Home,195000,1,1.37,26,10.4,62,4356,1199,36.2
"3614 W 85th St, Chicago IL",Ashburn,Single-Family Home,172000,1,0.63,27,11.15,52,3920,1117,38.1
"3527 W 83rd Pl, Chicago IL",Ashburn,Single-Family Home,53000,1,1,,10.92,64,4792,1072,38.1
"3709 W 86th Pl, Chicago IL",Ashburn,Single-Family Home,85000,1,0.38,27,11.37,61,5227,774,38.1
"3366 W Columbus Ave, Chicago IL",Ashburn,Single-Family Home,182500,1,1.62,25,10.45,59,4356,966,36.2
"2639 W 86th St, Chicago IL",Ashburn,Single-Family Home,213000,2,0.34,27,9.55,41,6534,1833,26.2
"3925 W 78th St, Chicago IL",Ashburn,Single-Family Home,128000,1,2.45,23,11.34,55,4356,1152,95.2
"7920 S Talman Ave, Chicago IL",Ashburn,Single-Family Home,189000,1,2.3,25,9.19,59,3920,1157,16.7
"8011 S Mozart St, Chicago IL",Ashburn,Single-Family Home,102357,1,0.9,26,9.56,60,3920,840,16.7
"8019 S Sawyer Ave, Chicago IL",Ashburn,Single-Family Home,109000,1,1.62,26,10.24,58,4356,942,36.2
"8136 S Troy St, Chicago IL",Ashburn,Single-Family Home,185000,1,1.28,26,10.16,56,3920,899,36.2
"2812 W 84th St, Chicago IL",Ashburn,Single-Family Home,166000,1,0.37,28,9.72,58,4356,998,26.2
"3736 W 78th Pl, Chicago IL",Ashburn,Single-Family Home,75000,1,3.4,24,11,54,4792,990,40
"2800 W 82nd St, Chicago IL",Ashburn,Single-Family Home,249000,1,0.9,27,9.59,.,4356,1252,16.7
"3522 W 80th Pl, Chicago IL",Ashburn,Single-Family Home,126000,1,2.82,25,10.73,58,4356,1577,40
"2856 W 85th St, Chicago IL",Ashburn,Single-Family Home,119000,1,0.41,28,9.85,58,4792,890,26.2
"7828 S Christiana Ave, Chicago IL",Ashburn,Single-Family Home,145000,1,1.62,25,10.34,55,3920,840,33.3
"3647 W 85th St, Chicago IL",Ashburn,Single-Family Home,135000,1,0.63,27,11.2,.,5663,.,38.1
"8209 S Homan Ave, Chicago IL",Ashburn,Single-Family Home,97000,1,1.2,27,10.59,63,4356,915,36.2
"3805 W Pippin St, Chicago IL",Ashburn,Single-Family Home,110000,1,2.45,24,10.97,56,3920,1120,95.2
"3616 W 85th St, Chicago IL",Ashburn,Single-Family Home,163000,1,0.63,27,11.16,52,3920,1019,38.1
"7745 S Spaulding Ave, Chicago IL",Ashburn,Single-Family Home,60000,1,1.62,25,10.18,55,3920,840,33.3
"3804 W Pippin St, Chicago IL",Ashburn,Single-Family Home,140000,1,2.45,24,10.97,54,3920,1006,95.2
"7717 S Pulaski Rd, Chicago IL",Ashburn,Single-Family Home,73000,1,2.45,22,11.37,55,7405,1152,95.2
"8141 S Kedzie Ave, Chicago IL",Ashburn,Single-Family Home,191000,1,1.53,25,10.22,56,4356,1165,36.2
"3135 W 83rd Pl, Chicago IL",Ashburn,Single-Family Home,184000,1,0.73,27,10.22,56,4792,1104,38.1
"8035 S Talman Ave, Chicago IL",Ashburn,Single-Family Home,100000,1,2.11,26,9.24,53,5227,1370,16.7
"3537 W 78th St, Chicago IL",Ashburn,Single-Family Home,192000,1,2.65,25,10.62,54,3920,1032,40
"3727 W 76th Pl, Chicago IL",Ashburn,Single-Family Home,125000,1,3.4,24,10.87,44,3485,1080,40
"8615 S Francisco Ave, Chicago IL",Ashburn,Single-Family Home,200000,1,0.41,28,9.95,44,4792,1213,78.9
"3304 W Columbus Ave, Chicago IL",Ashburn,Single-Family Home,170000,1,1.62,25,10.32,49,3049,1040,33.3
"7832 S Christiana Ave, Chicago IL",Ashburn,Single-Family Home,165000,1,1.62,25,10.34,55,3920,1004,33.3
"8153 S Artesian Ave, Chicago IL",Ashburn,Single-Family Home,60000,1,1.78,26,8.95,70,3920,1042,16.7
"2600 W 81st Pl, Chicago IL",Ashburn,Single-Family Home,120000,1,2.11,26,9.21,59,3920,1281,16.7
"8050 S Washtenaw Ave, Chicago IL",Ashburn,Single-Family Home,105000,1,1.1,26,9.34,62,3920,895,16.7
"8216 S Homan Ave, Chicago IL",Ashburn,Single-Family Home,166000,1,1.2,27,10.63,62,4356,1218,36.2
"3737 W 75th Pl, Chicago IL",Ashburn,Single-Family Home,140000,1,3.98,23,10.83,45,3485,1080,40
"8015 S Sacramento Ave, Chicago IL",Ashburn,Single-Family Home,85000,1,0.92,27,9.81,56,3920,1160,16.7
"3450 W 85th St, Chicago IL",Ashburn,Single-Family Home,205000,1,0.61,27,10.84,52,3920,1134,38.1
"8228 S Troy St, Chicago IL",Ashburn,Single-Family Home,202500,1,0.62,26,10.2,57,4792,1242,36.2
"3531 W 76th St, Chicago IL",Ashburn,Single-Family Home,112000,1,2.65,26,10.52,52,3920,1151,33.3
"3720 W 81st St, Chicago IL",Ashburn,Single-Family Home,187500,1,0.9,25,11.1,55,3920,1087,40.8
"3844 W 80th Pl, Chicago IL",Ashburn,Single-Family Home,91000,1,1.7,25,11.27,57,4792,923,40.8
"3736 W 83rd Pl, Chicago IL",Ashburn,Single-Family Home,60000,1,1.08,26,11.25,53,3920,1043,38.1
"8014 S Sangamon St, Chicago IL",Auburn Gresham,Single-Family Home,190000,2,3.25,20,6.37,91,4356,1998,75
"8427 S May St, Chicago IL",Auburn Gresham,Single-Family Home,100000,1,2.85,23,6.89,88,6098,1315,22.2
"8119 S Carpenter St, Chicago IL",Auburn Gresham,Single-Family Home,130000,1,3.62,22,6.57,86,4356,1299,91.7
"7636 S Paulina St, Chicago IL",Auburn Gresham,Single-Family Home,39000,1,5.59,23,7.44,87,3920,1192,21.4
"7748 S Marshfield Ave, Chicago IL",Auburn Gresham,Single-Family Home,38000,1,6.76,22,7.41,87,3920,1328,93.9
"2048 W 79th Pl, Chicago IL",Auburn Gresham,Single-Family Home,177000,1,1.03,24,8.14,58,3920,1530,75
"7829 S Winchester Ave, Chicago IL",Auburn Gresham,Multi-Family Home,45000,3,2.78,23,7.94,82,3920,4872,93.9
"8227 S Green St, Chicago IL",Auburn Gresham,Multi-Family Home,41000,2,3.6,21,6.28,86,4356,2160,44.4
"8630 S Damen Ave, Chicago IL",Auburn Gresham,Single-Family Home,44500,1,2.17,24,8.44,53,6098,1202,27.3
"7810 S Carpenter St, Chicago IL",Auburn Gresham,Multi-Family Home,299000,3,3.47,20,6.43,97,3920,2968,75
"815-817 W 76th St, Chicago IL",Auburn Gresham,Multi-Family Home,35000,3,4.28,19,5.93,97,4792,4298,91.7
"8028 S Justine St, Chicago IL",Auburn Gresham,Multi-Family Home,22500,2,9.33,22,7.39,96,3920,2584,36.2
"8153-8155 S Justine St, Chicago IL",Auburn Gresham,Multi-Family Home,71500,4,7.33,23,7.43,82,3920,3332,36.2
"9001 S Lowe Ave, Chicago IL",Auburn Gresham,Single-Family Home,51000,1,2.5,22,6.35,45,3049,1080,16.7
"8626 S Parnell Ave, Chicago IL",Auburn Gresham,Single-Family Home,105000,1,2,20,6.01,84,4356,1688,16.7
"8340 S Morgan St, Chicago IL",Auburn Gresham,Multi-Family Home,68000,2,3.1,22,6.62,83,3485,2250,22.2
"7824 S Paulina St, Chicago IL",Auburn Gresham,Single-Family Home,63500,1,7.67,22,7.54,88,3920,1080,93.9
"8628 S Emerald Ave, Chicago IL",Auburn Gresham,Multi-Family Home,125000,2,3.85,20,6.35,82,3049,2640,33.3
"7812 S Marshfield Ave, Chicago IL",Auburn Gresham,Multi-Family Home,40000,3,7.83,23,7.45,86,3920,2816,93.9
"712 W 81st Pl, Chicago IL",Auburn Gresham,Single-Family Home,27000,1,4.83,21,6.04,40,3049,940,44.4
"7928 S Loomis Blvd, Chicago IL",Auburn Gresham,Single-Family Home,36000,1,9.7,21,7.08,85,3920,1421,36.2
"8009 S Elizabeth St, Chicago IL",Auburn Gresham,Single-Family Home,169000,1,6.97,21,6.85,93,3920,1392,91.7
"8242 S Hermitage Ave, Chicago IL",Auburn Gresham,Multi-Family Home,75000,2,3.67,24,7.84,84,3920,2384,22.2
"7611 S Paulina St, Chicago IL",Auburn Gresham,Single-Family Home,29000,1,5.59,23,7.4,87,3920,1119,21.4
"8018 S Green St, Chicago IL",Auburn Gresham,Multi-Family Home,99000,3,3.18,20,6.2,97,4356,2912,75
"8533 S Carpenter St, Chicago IL",Auburn Gresham,Single-Family Home,130000,1,2.05,22,6.78,85,3485,1034,33.3
"8449 S Ada St, Chicago IL",Auburn Gresham,Single-Family Home,148000,1,4.87,23,7.24,86,3920,1248,22.2
"7930 S Honore St, Chicago IL",Auburn Gresham,Multi-Family Home,60000,3,4.28,24,7.84,57,4792,3937,93.9
"8334 S Justine St, Chicago IL",Auburn Gresham,Single-Family Home,50000,1,6.03,24,7.52,87,5663,1172,52.4
"8624 S Justine St, Chicago IL",Auburn Gresham,Single-Family Home,37500,1,3.9,23,7.7,87,4792,1275,33.3
"8715 S Aberdeen St, Chicago IL",Auburn Gresham,Single-Family Home,44500,1,2.1,21,6.96,84,3920,1875,78.9
"8728 S Marshfield Ave, Chicago IL",Auburn Gresham,Single-Family Home,38500,1,1.7,24,7.92,49,3049,1118,33.3
"8021 S Damen Ave, Chicago IL",Auburn Gresham,Single-Family Home,135000,1,2.78,23,8.12,61,4792,1308,6.1
"907 W 86th Pl, Chicago IL",Auburn Gresham,Single-Family Home,30000,1,1.85,21,6.6,37,3485,969,33.3
"7534 S Hermitage Ave, Chicago IL",Auburn Gresham,Single-Family Home,25000,1,6.21,22,7.47,80,3920,1137,21.4
"8151 S Morgan St, Chicago IL",Auburn Gresham,Single-Family Home,100000,1,4.2,21,6.5,85,4356,1422,91.7
"8812 S Throop St, Chicago IL",Auburn Gresham,Single-Family Home,40000,1,1.08,23,7.37,70,3920,1196,27.3
"7615 S Emerald Ave, Chicago IL",Auburn Gresham,Multi-Family Home,40500,3,4.63,20,5.8,101,5227,4131,91.7
"8130 S Marshfield Ave, Chicago IL",Auburn Gresham,Multi-Family Home,85000,2,6.33,23,7.61,84,3920,2406,22.2
"8009 S Ada St, Chicago IL",Auburn Gresham,Single-Family Home,162500,1,7.65,22,7.02,101,3920,1196,36.2
"8804 S Normal Ave, Chicago IL",Auburn Gresham,Single-Family Home,56000,1,3.5,20,6.02,70,4356,1560,16.7
"8046 S Paulina St, Chicago IL",Auburn Gresham,Single-Family Home,99000,1,8.67,24,7.65,58,3920,1281,6.1
"7724 S Hermitage Ave, Chicago IL",Auburn Gresham,Single-Family Home,45000,1,6.04,23,7.57,87,5663,1140,21.4
"8813 S Wood St, Chicago IL",Auburn Gresham,Single-Family Home,45000,1,0.87,25,8.2,84,3049,1071,33.3
"8319 S Peoria St, Chicago IL",Auburn Gresham,Single-Family Home,22500,1,2.9,22,6.42,43,3049,1200,33.3
"8527 S Winchester Ave, Chicago IL",Auburn Gresham,Single-Family Home,162000,1,2.62,25,8.3,56,4356,1093,27.3
"8939 S Union Ave, Chicago IL",Auburn Gresham,Single-Family Home,129500,1,3.7,21,6.39,43,3049,1080,16.7
"7742 S Paulina St, Chicago IL",Auburn Gresham,Single-Family Home,31000,1,6.59,23,7.49,86,3920,1202,21.4
"2150 W 77th St, Chicago IL",Auburn Gresham,Single-Family Home,45000,1,4.37,24,8.22,63,3920,1196,33.3
"7738 S Paulina St, Chicago IL",Auburn Gresham,Single-Family Home,33000,1,6.59,23,7.49,86,3920,1202,21.4
"8530 S Honore St, Chicago IL",Auburn Gresham,Single-Family Home,125000,1,2.45,25,8.16,69,5227,1332,27.3
